GeneID	Name	Exons	Size	A_0	A_1	B_0	B_1	C_0	C_1	D_0	D_1	E_0	E_1	F_0	F_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1	
PVP01_0120800	PIR protein	4	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0120900	PIR protein	3	1086	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121000	PIR protein	3	1380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121100	VIR protein	3	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121200	PIR protein%2C pseudogene	4	1076	0	0	0	2	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121300	PIR protein%2C pseudogene	7	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121400	PIR protein	3	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121500	VIR protein	3	1512	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121600	PIR protein%2C pseudogene	6	2010	0	0	0	0	0	0	6	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0121800	PIR protein	3	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0122100	PIR protein	2	1528	0	1	2	2	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0200200	PIR protein	5	2575	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0200300	PIR protein	3	1776	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0201300	lysophospholipase%2C putative%2C pseudogene	1	1085	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0201400	PIR protein	3	1026	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0201500	PIR protein	3	1473	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0201600	PIR protein	3	1641	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0201700	PIR protein	3	1221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
PVP01_0201800	PIR protein	2	1138	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0201900	PIR protein	2	790	0	0	0	2	1	0	1	4	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0202100	Plasmodium exported protein%2C unknown function	2	967	2	4	11	12	18	17	5	9	0	3	32	5	12	2	0	0	0	0	0	5	0	0	2	0	1	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	3	0	
PVP01_0202400	Plasmodium exported protein%2C unknown function	2	841	0	0	0	0	2	3	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0202700	28S ribosomal RNA	1	4361	0	0	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0202800	5.8S ribosomal RNA	1	146	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PVP01_0202900	18S ribosomal RNA	1	2128	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	2	
PVP01_0203000	multidrug resistance-associated protein 1%2C putative	1	5180	0	0	2	2	6	6	2	0	0	0	2	0	7	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PVP01_0203100	conserved Plasmodium protein%2C unknown function	1	488	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0203400	eukaryotic translation initiation factor 4E%2C putative	8	2032	0	2	6	0	3	7	2	2	0	0	10	2	23	0	2	0	0	0	9	3	0	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	
PVP01_0203800	conserved Plasmodium protein%2C unknown function	1	2174	0	0	6	7	21	13	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0204300	transcription initiation factor TFIIB%2C putative	3	1098	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0204500	phosphatidylinositol-4-phosphate 5-kinase%2C putative	7	4499	0	0	1	2	0	0	6	2	0	0	4	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0204600	bromodomain protein%2C putative	2	4702	0	1	4	6	4	5	5	2	0	2	4	0	11	3	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
PVP01_0204800	FAD-linked sulfhydryl oxidase ERV1%2C putative	1	416	4	5	28	39	59	51	67	57	2	5	26	24	12	10	3	0	0	0	19	42	6	2	8	6	9	5	0	0	2	2	0	0	4	6	2	3	1	2	4	1	5	0	
PVP01_0205000	conserved Plasmodium protein%2C unknown function	1	683	0	9	22	14	11	15	59	40	6	3	40	22	5	4	1	2	0	0	13	21	16	4	1	2	2	1	2	0	0	0	2	0	8	0	0	1	0	0	3	0	1	2	
PVP01_0205100	conserved Plasmodium protein%2C unknown function	6	495	0	2	2	0	4	6	4	0	0	0	4	2	5	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0205200	phosphatidate cytidylyltransferase%2C putative	9	1763	0	0	11	13	16	8	19	3	2	0	4	4	9	1	1	2	0	0	2	2	2	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	
PVP01_0205300	phenylalanine--tRNA ligase alpha subunit%2C putative	1	1709	0	1	0	0	0	5	0	2	0	0	1	2	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0206000	LCCL domain-containing protein	2	3268	2	6	26	0	7	15	51	49	2	0	29	27	11	5	1	1	0	0	4	5	0	2	2	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	4	0	0	0	
PVP01_0206100	photosensitized INA-labeled protein PHIL1%2C putative	1	818	0	4	11	9	15	12	9	7	0	0	5	10	5	4	0	0	0	0	2	3	2	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	
PVP01_0206200	conserved Plasmodium protein%2C unknown function	9	1129	1	0	0	2	6	6	1	2	0	0	1	1	11	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	
PVP01_0206500	conserved Plasmodium protein%2C unknown function	1	653	0	13	65	23	47	59	78	64	6	1	46	35	5	7	2	3	0	2	11	18	3	4	8	0	0	7	0	0	2	2	0	1	4	7	1	5	0	0	0	2	7	6	
PVP01_0206700	conserved Plasmodium protein%2C unknown function	1	6278	2	4	2	4	4	4	3	2	0	0	5	2	5	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0206800	conserved Plasmodium protein%2C unknown function	1	2105	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
PVP01_0207100	double-strand break repair protein MRE11%2C putative	1	3206	2	21	33	37	84	96	108	43	5	7	46	52	21	14	1	4	0	2	47	53	9	6	2	2	8	13	0	0	1	0	0	1	24	1	0	0	2	0	8	0	1	4	
PVP01_0207200	conserved Plasmodium membrane protein%2C unknown function	1	1532	0	0	12	2	26	6	15	9	0	0	17	6	6	0	0	0	0	0	3	8	4	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	
PVP01_0207300	serine/threonine protein kinase%2C putative	4	9923	0	0	2	2	7	2	13	4	0	0	11	6	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0207500	conserved Apicomplexan protein%2C unknown function	1	536	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0207600	carbon catabolite repressor protein 4%2C putative	9	998	1	6	26	8	28	18	19	18	1	2	6	5	8	1	0	0	0	0	2	5	1	2	3	0	1	2	0	0	2	0	1	0	4	0	1	0	0	0	0	0	0	2	
PVP01_0207800	centrin-1%2C putative	6	501	2	9	32	10	20	40	60	40	1	1	45	28	10	5	2	0	1	0	19	19	2	0	1	2	0	3	0	0	0	0	0	0	15	5	0	0	0	0	5	0	0	0	
PVP01_0207900	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase%2C putative	1	1847	0	0	2	0	6	2	1	6	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	
PVP01_0208000	ras-related protein Rab-5C%2C putative	8	577	2	1	2	0	3	2	8	7	2	0	2	0	4	2	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
PVP01_0208100	small ribosomal subunit assembling AARP2 protein	1	3677	0	1	5	2	1	4	0	2	1	0	5	4	10	0	0	0	0	0	1	7	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	
PVP01_0208200	conserved Plasmodium protein%2C unknown function	1	878	0	0	0	2	0	4	2	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PVP01_0208300	conserved Plasmodium protein%2C unknown function	1	3482	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0208400	pre-rRNA-processing protein TSR2%2C putative	4	488	0	0	1	0	2	4	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0208900	DNA binding protein%2C putative	1	1445	0	0	11	11	6	8	10	12	0	0	5	16	2	2	0	0	0	0	1	2	0	0	2	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	
PVP01_0209100	conserved Plasmodium protein%2C unknown function	1	7313	0	0	6	2	10	0	0	2	0	1	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
PVP01_0209700	conserved Plasmodium protein%2C unknown function	1	440	0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0209900	novel putative transporter 1%2C putative	1	1715	0	6	61	10	20	24	202	99	10	9	137	41	29	12	9	0	0	0	29	78	19	11	6	4	3	0	0	0	1	0	0	0	28	20	0	0	0	0	18	4	6	0	
PVP01_0210000	major facilitator superfamily-related transporter%2C putative	1	1916	2	2	4	0	0	2	2	8	0	0	5	4	2	1	0	0	0	0	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0210100	conserved Plasmodium protein%2C unknown function	1	3449	0	0	4	4	7	11	0	0	0	0	0	0	9	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0210300	4-hydroxy-3-methylbut-2-enyl diphosphate reductase%2C putative	1	1280	0	2	3	2	4	2	32	9	0	2	24	3	3	2	2	0	0	0	9	9	1	1	0	0	0	0	0	0	0	2	0	0	6	3	0	0	0	0	2	0	0	0	
PVP01_0210400	ubiquitin carboxyl-terminal hydrolase 1%2C putative	3	11085	0	0	3	0	0	2	4	5	0	0	3	2	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0210600	conserved Plasmodium membrane protein%2C unknown function	2	2368	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0210700	thrombospondin related sporozoite protein%2C putative	3	477	1	2	24	7	2	6	22	21	0	2	15	30	1	7	0	2	0	0	2	8	0	0	0	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	2	0	
PVP01_0210800	parasite-infected erythrocyte surface protein%2C putative	1	1508	0	0	3	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	
PVP01_0211000	L-seryl-tRNA(Sec) kinase%2C putative	6	1722	0	0	0	1	3	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0211100	ATP-dependent RNA helicase%2C putative	3	4224	0	5	6	6	41	6	3	5	0	1	8	13	6	6	0	0	0	0	6	4	0	0	5	2	2	4	0	0	1	0	0	0	6	1	0	2	0	0	0	0	2	0	
PVP01_0211200	conserved Plasmodium protein%2C unknown function	7	5033	0	0	2	0	4	2	2	0	0	0	12	1	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
PVP01_0212100	conserved Plasmodium membrane protein%2C unknown function	5	13318	0	0	6	0	0	2	0	0	0	0	6	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0212200	ubiquitin carboxyl-terminal hydrolase%2C putative	4	8921	0	0	1	0	0	0	0	1	0	0	0	4	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
PVP01_0212400	conserved Plasmodium protein%2C unknown function	1	509	0	0	1	0	2	6	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0212500	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1%2C putative	3	321	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0212700	vacuolar protein sorting-associated protein 53%2C putative	1	2519	0	2	12	2	10	1	6	3	6	2	0	5	3	2	6	0	0	0	12	5	1	1	0	2	6	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	
PVP01_0212800	conserved Plasmodium protein%2C unknown function	1	2696	0	0	0	0	3	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0212900	cysteine desulfurase%2C putative	1	1553	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0213000	DNA (cytosine-5)-methyltransferase%2C putative	1	2363	0	0	0	4	20	16	2	0	0	0	0	9	4	0	0	0	0	0	4	0	0	0	5	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0213200	mTERF domain-containing protein%2C putative	1	2099	0	0	3	2	4	0	0	0	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0213400	conserved Plasmodium protein%2C unknown function	1	3131	0	15	12	4	8	6	41	11	0	0	19	8	6	7	2	0	0	0	7	8	9	1	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	
PVP01_0213700	eukaryotic translation initiation factor 2 subunit alpha%2C putative	2	988	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0213800	conserved Plasmodium membrane protein%2C unknown function	1	14978	0	0	2	0	2	8	4	6	2	0	4	4	22	0	2	0	0	0	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PVP01_0214000	conserved Plasmodium protein%2C unknown function	1	740	0	0	0	0	1	2	0	1	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0214200	conserved Plasmodium protein%2C unknown function	5	391	0	4	20	19	24	30	47	39	1	2	37	24	2	7	0	0	0	0	20	15	10	0	2	1	0	0	0	0	0	0	0	0	7	7	2	6	0	0	1	5	0	0	
PVP01_0214400	alpha/beta hydrolase%2C putative	4	1772	0	0	5	0	2	1	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0214600	RNA-binding protein%2C putative	8	1588	0	0	12	1	20	17	32	15	1	0	26	8	5	6	2	2	0	0	12	11	1	7	2	0	0	0	0	0	1	0	0	0	4	1	3	1	2	0	0	0	2	0	
PVP01_0215000	60S ribosomal export protein NMD3%2C putative	1	2678	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0215400	conserved Plasmodium protein%2C unknown function	2	2269	0	52	93	75	97	81	207	114	2	8	200	111	10	16	9	2	0	0	33	66	22	9	4	2	4	17	0	0	2	4	2	0	20	14	4	4	4	0	4	2	12	2	
PVP01_0215700	conserved Plasmodium protein%2C unknown function	2	331	0	2	1	1	8	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0215900	AP-4 complex subunit beta%2C putative	4	2705	0	0	3	0	0	1	4	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0216200	conserved Plasmodium protein%2C unknown function	1	9377	0	0	0	0	1	0	2	2	0	0	2	0	16	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0216400	tRNA Threonine	1	71	0	0	1	1	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0216600	conserved Plasmodium protein%2C unknown function	1	803	0	0	4	0	9	4	0	2	2	0	0	0	8	2	0	0	0	0	8	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0216900	knob-associated histidine-rich protein%2C putative	2	2089	0	0	7	4	4	4	4	37	0	0	6	35	14	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
PVP01_0217000	heat shock protein%2C putative	4	1259	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0217100	Plasmodium exported protein%2C unknown function	2	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0217200	Plasmodium exported protein%2C unknown function	2	1063	0	0	2	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0217600	PIR protein	3	882	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0217700	PIR protein	3	1041	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0217800	PIR protein	3	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0217900	PIR protein	3	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0218000	PIR protein	5	2611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0218200	PIR protein	3	1056	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0218300	PIR protein	3	1188	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
PVP01_0218400	PIR protein	4	1127	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219400	PIR protein	4	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219500	PIR protein	3	1170	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219600	PIR protein	3	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219700	PIR protein	3	1065	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219800	PIR protein	3	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219900	PIR protein	3	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0220000	PIR protein	3	1590	0	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0220600	PIR protein	3	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0220700	PIR protein	3	1029	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0220800	PIR protein	4	1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0220900	PIR protein	4	1253	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221000	PIR protein	3	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221100	PIR protein	3	1095	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PVP01_0221200	PIR protein	3	1221	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221300	PIR protein	3	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221400	PIR protein%2C pseudogene	4	947	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221500	PIR protein%2C pseudogene	1	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
